0048,18NS025_S48_R1_001.fastq.gz
0049,18NS033_S49_R1_001.fastq.gz
0050,18NS041_S50_R1_001.fastq.gz
0051,18NS049_S51_R1_001.fastq.gz
0052,18NS057_S52_R1_001.fastq.gz
0053,18NS065_S53_R1_001.fastq.gz
0054,18NS073_S54_R1_001.fastq.gz
0055,18NS081_S55_R1_001.fastq.gz
0056,18NS089_S56_R1_001.fastq.gz
0057,18NS002_S57_R1_001.fastq.gz
0058,18NS010_S58_R1_001.fastq.gz
0059,18NS018_S59_R1_001.fastq.gz
0060,18NS026_S60_R1_001.fastq.gz
0061,18NS034_S61_R1_001.fastq.gz
0062,18NS042_S62_R1_001.fastq.gz
0063,18NS050_S63_R1_001.fastq.gz
0064,18NS058_S64_R1_001.fastq.gz
0065,18NS066_S65_R1_001.fastq.gz
0066,18NS074_S66_R1_001.fastq.gz
0067,18NS082_S67_R1_001.fastq.gz
0068,18NS090_S68_R1_001.fastq.gz
0069,18NS003_S69_R1_001.fastq.gz
0070,18NS011_S70_R1_001.fastq.gz
0071,18NS019_S71_R1_001.fastq.gz
0072,18NS027_S72_R1_001.fastq.gz
0073,18NS035_S73_R1_001.fastq.gz
0074,18NS043_S74_R1_001.fastq.gz
0075,18NS051_S75_R1_001.fastq.gz
0076,18NS059_S76_R1_001.fastq.gz
0077,18NS067_S77_R1_001.fastq.gz
0078,18NS075_S78_R1_001.fastq.gz
0079,18NS083_S79_R1_001.fastq.gz
0080,18NS091_S80_R1_001.fastq.gz
0081,18NS004_S81_R1_001.fastq.gz
0082,18NS012_S82_R1_001.fastq.gz
0083,18NS020_S83_R1_001.fastq.gz
0084,18NS028_S84_R1_001.fastq.gz
0085,18NS036_S85_R1_001.fastq.gz
0086,18NS044_S86_R1_001.fastq.gz
0087,18NS052_S87_R1_001.fastq.gz
0088,18NS060_S88_R1_001.fastq.gz
0089,18NS068_S89_R1_001.fastq.gz
0090,18NS076_S90_R1_001.fastq.gz
0091,18NS084_S91_R1_001.fastq.gz
0092,18NS092_S92_R1_001.fastq.gz
0093,18NS093_S93_R1_001.fastq.gz
0094,18NS097_S94_R1_001.fastq.gz
0095,18NS105_S95_R1_001.fastq.gz
0096,18NS113_S96_R1_001.fastq.gz
0097,18NS121_S97_R1_001.fastq.gz
0098,18NS129_S98_R1_001.fastq.gz
0099,18NS137_S99_R1_001.fastq.gz
0100,18NS145_S100_R1_001.fastq.gz
0101,18NS153_S101_R1_001.fastq.gz
0102,18NS161_S102_R1_001.fastq.gz
0103,18NS169_S103_R1_001.fastq.gz
0104,18NS177_S104_R1_001.fastq.gz
0105,18NS094_S105_R1_001.fastq.gz
0106,18NS098_S106_R1_001.fastq.gz
0107,18NS106_S107_R1_001.fastq.gz
0108,18NS114_S108_R1_001.fastq.gz
0109,18NS122_S109_R1_001.fastq.gz
0110,18NS130_S110_R1_001.fastq.gz
0111,18NS138_S111_R1_001.fastq.gz
0112,18NS146_S112_R1_001.fastq.gz
0113,18NS154_S113_R1_001.fastq.gz
0114,18NS162_S114_R1_001.fastq.gz
0115,18NS170_S115_R1_001.fastq.gz
0116,18NS178_S116_R1_001.fastq.gz
0117,18NS095_S117_R1_001.fastq.gz
0118,18NS099_S118_R1_001.fastq.gz
0119,18NS107_S119_R1_001.fastq.gz
0120,18NS115_S120_R1_001.fastq.gz
0121,18NS123_S121_R1_001.fastq.gz
0122,18NS131_S122_R1_001.fastq.gz
0123,18NS139_S123_R1_001.fastq.gz
0124,18NS147_S124_R1_001.fastq.gz
0125,18NS155_S125_R1_001.fastq.gz
0126,18NS163_S126_R1_001.fastq.gz
0127,18NS171_S127_R1_001.fastq.gz
0128,18NS179_S128_R1_001.fastq.gz
0129,18NS096_S129_R1_001.fastq.gz
0130,18NS100_S130_R1_001.fastq.gz
0131,18NS108_S131_R1_001.fastq.gz
0132,18NS116_S132_R1_001.fastq.gz
0133,18NS124_S133_R1_001.fastq.gz
0134,18NS132_S134_R1_001.fastq.gz
0135,18NS140_S135_R1_001.fastq.gz
0136,18NS148_S136_R1_001.fastq.gz
0137,18NS156_S137_R1_001.fastq.gz
0138,18NS164_S138_R1_001.fastq.gz
0139,18NS172_S139_R1_001.fastq.gz
0140,18NS180_S140_R1_001.fastq.gz
0141,18NS101_S141_R1_001.fastq.gz
0142,18NS109_S142_R1_001.fastq.gz
0143,18NS117_S143_R1_001.fastq.gz
0144,18NS125_S144_R1_001.fastq.gz
0145,18NS133_S145_R1_001.fastq.gz
0146,18NS141_S146_R1_001.fastq.gz
0147,18NS149_S147_R1_001.fastq.gz
0148,18NS157_S148_R1_001.fastq.gz
0149,18NS165_S149_R1_001.fastq.gz
0150,18NS173_S150_R1_001.fastq.gz
0151,18NS181_S151_R1_001.fastq.gz
0152,18NS102_S152_R1_001.fastq.gz
0153,18NS110_S153_R1_001.fastq.gz
0154,18NS118_S154_R1_001.fastq.gz
0155,18NS126_S155_R1_001.fastq.gz
0156,18NS134_S156_R1_001.fastq.gz
0157,18NS142_S157_R1_001.fastq.gz
0158,18NS150_S158_R1_001.fastq.gz
0159,18NS158_S159_R1_001.fastq.gz
0160,18NS166_S160_R1_001.fastq.gz
0161,18NS174_S161_R1_001.fastq.gz
0162,18NS182_S162_R1_001.fastq.gz
0163,18NS103_S163_R1_001.fastq.gz
0164,18NS111_S164_R1_001.fastq.gz
0165,18NS119_S165_R1_001.fastq.gz
0166,18NS127_S166_R1_001.fastq.gz
0167,18NS135_S167_R1_001.fastq.gz
0168,18NS143_S168_R1_001.fastq.gz
0169,18NS151_S169_R1_001.fastq.gz
0170,18NS159_S170_R1_001.fastq.gz
0171,18NS167_S171_R1_001.fastq.gz
0172,18NS175_S172_R1_001.fastq.gz
0173,18NS183_S173_R1_001.fastq.gz
0174,18NS104_S174_R1_001.fastq.gz
0175,18NS112_S175_R1_001.fastq.gz
0176,18NS120_S176_R1_001.fastq.gz
0177,18NS128_S177_R1_001.fastq.gz
0178,18NS136_S178_R1_001.fastq.gz
0179,18NS144_S179_R1_001.fastq.gz
0180,18NS152_S180_R1_001.fastq.gz
0181,18NS160_S181_R1_001.fastq.gz
0182,18NS168_S182_R1_001.fastq.gz
0183,18NS176_S183_R1_001.fastq.gz
0184,18NS184_S184_R1_001.fastq.gz
0185,18NS185_S185_R1_001.fastq.gz
0186,18NS197_S186_R1_001.fastq.gz
0187,18NS205_S187_R1_001.fastq.gz
0188,18NS213_S188_R1_001.fastq.gz
0189,18NS221_S189_R1_001.fastq.gz
0190,18NS229_S190_R1_001.fastq.gz
0191,18NS237_S191_R1_001.fastq.gz
0192,18NS245_S192_R1_001.fastq.gz
0193,18NS253_S193_R1_001.fastq.gz
0194,18NS261_S194_R1_001.fastq.gz
0195,18NS269_S195_R1_001.fastq.gz
0196,18NS186_S196_R1_001.fastq.gz
0197,18NS198_S197_R1_001.fastq.gz
0198,18NS206_S198_R1_001.fastq.gz
0199,18NS214_S199_R1_001.fastq.gz
0200,18NS222_S200_R1_001.fastq.gz
0201,18NS230_S201_R1_001.fastq.gz
0202,18NS238_S202_R1_001.fastq.gz
0203,18NS246_S203_R1_001.fastq.gz
0204,18NS254_S204_R1_001.fastq.gz
0205,18NS262_S205_R1_001.fastq.gz
0206,18NS270_S206_R1_001.fastq.gz
0207,18NS187_S207_R1_001.fastq.gz
0208,18NS199_S208_R1_001.fastq.gz
0209,18NS207_S209_R1_001.fastq.gz
0210,18NS215_S210_R1_001.fastq.gz
0211,18NS223_S211_R1_001.fastq.gz
0212,18NS231_S212_R1_001.fastq.gz
0213,18NS239_S213_R1_001.fastq.gz
0214,18NS247_S214_R1_001.fastq.gz
0215,18NS255_S215_R1_001.fastq.gz
0216,18NS263_S216_R1_001.fastq.gz
0217,18NS271_S217_R1_001.fastq.gz
0218,18NS188_S218_R1_001.fastq.gz
0219,18NS200_S219_R1_001.fastq.gz
0220,18NS208_S220_R1_001.fastq.gz
0221,18NS216_S221_R1_001.fastq.gz
0222,18NS224_S222_R1_001.fastq.gz
0223,18NS232_S223_R1_001.fastq.gz
0224,18NS240_S224_R1_001.fastq.gz
0225,18NS248_S225_R1_001.fastq.gz
0226,18NS256_S226_R1_001.fastq.gz
0227,18NS264_S227_R1_001.fastq.gz
0228,18NS272_S228_R1_001.fastq.gz
0229,18NS189_S229_R1_001.fastq.gz
0230,18NS193_S230_R1_001.fastq.gz
0231,18NS201_S231_R1_001.fastq.gz
0232,18NS209_S232_R1_001.fastq.gz
0233,18NS217_S233_R1_001.fastq.gz
0234,18NS225_S234_R1_001.fastq.gz
0235,18NS233_S235_R1_001.fastq.gz
0236,18NS241_S236_R1_001.fastq.gz
0237,18NS249_S237_R1_001.fastq.gz
0238,18NS257_S238_R1_001.fastq.gz
0239,18NS265_S239_R1_001.fastq.gz
0240,18NS273_S240_R1_001.fastq.gz
0241,18NS190_S241_R1_001.fastq.gz
0242,18NS194_S242_R1_001.fastq.gz
0243,18NS202_S243_R1_001.fastq.gz
0244,18NS210_S244_R1_001.fastq.gz
0245,18NS218_S245_R1_001.fastq.gz
0246,18NS226_S246_R1_001.fastq.gz
0247,18NS234_S247_R1_001.fastq.gz
0248,18NS242_S248_R1_001.fastq.gz
0249,18NS250_S249_R1_001.fastq.gz
0250,18NS258_S250_R1_001.fastq.gz
0251,18NS266_S251_R1_001.fastq.gz
0252,18NS274_S252_R1_001.fastq.gz
0253,18NS191_S253_R1_001.fastq.gz
0254,18NS195_S254_R1_001.fastq.gz
0255,18NS203_S255_R1_001.fastq.gz
0256,18NS211_S256_R1_001.fastq.gz
0257,18NS219_S257_R1_001.fastq.gz
0258,18NS227_S258_R1_001.fastq.gz
0259,18NS235_S259_R1_001.fastq.gz
0260,18NS243_S260_R1_001.fastq.gz
0261,18NS251_S261_R1_001.fastq.gz
0262,18NS259_S262_R1_001.fastq.gz
0263,18NS267_S263_R1_001.fastq.gz
0264,18NS275_S264_R1_001.fastq.gz
0265,18NS192_S265_R1_001.fastq.gz
0266,18NS196_S266_R1_001.fastq.gz
0267,18NS204_S267_R1_001.fastq.gz
0268,18NS212_S268_R1_001.fastq.gz
0269,18NS220_S269_R1_001.fastq.gz
0270,18NS228_S270_R1_001.fastq.gz
0271,18NS236_S271_R1_001.fastq.gz
0272,18NS244_S272_R1_001.fastq.gz
0273,18NS252_S273_R1_001.fastq.gz
0274,18NS260_S274_R1_001.fastq.gz
0275,18NS268_S275_R1_001.fastq.gz
0276,18NS276_S276_R1_001.fastq.gz
0277,18NS277_S277_R1_001.fastq.gz
0278,18NS285_S278_R1_001.fastq.gz
0279,18NS289_S279_R1_001.fastq.gz
0280,18NS297_S280_R1_001.fastq.gz
0281,18NS305_S281_R1_001.fastq.gz
0282,18NS313_S282_R1_001.fastq.gz
0283,18NS321_S283_R1_001.fastq.gz
0284,18NS329_S284_R1_001.fastq.gz
0285,18NS337_S285_R1_001.fastq.gz
0286,18NS345_S286_R1_001.fastq.gz
0287,18NS353_S287_R1_001.fastq.gz
0288,18NS361_S288_R1_001.fastq.gz
0289,18NS278_S289_R1_001.fastq.gz
0290,18NS286_S290_R1_001.fastq.gz
0291,18NS290_S291_R1_001.fastq.gz
0292,18NS298_S292_R1_001.fastq.gz
0293,18NS306_S293_R1_001.fastq.gz
0294,18NS314_S294_R1_001.fastq.gz
0295,18NS322_S295_R1_001.fastq.gz
0296,18NS330_S296_R1_001.fastq.gz
0297,18NS338_S297_R1_001.fastq.gz
0298,18NS346_S298_R1_001.fastq.gz
0299,18NS354_S299_R1_001.fastq.gz
0300,18NS362_S300_R1_001.fastq.gz
0301,18NS279_S301_R1_001.fastq.gz
0302,18NS287_S302_R1_001.fastq.gz
0303,18NS291_S303_R1_001.fastq.gz
0304,18NS299_S304_R1_001.fastq.gz
0305,18NS307_S305_R1_001.fastq.gz
0306,18NS315_S306_R1_001.fastq.gz
0307,18NS323_S307_R1_001.fastq.gz
0308,18NS331_S308_R1_001.fastq.gz
0309,18NS339_S309_R1_001.fastq.gz
0310,18NS347_S310_R1_001.fastq.gz
0311,18NS355_S311_R1_001.fastq.gz
0312,18NS363_S312_R1_001.fastq.gz
0313,18NS280_S313_R1_001.fastq.gz
0314,18NS288_S314_R1_001.fastq.gz
0315,18NS292_S315_R1_001.fastq.gz
0316,18NS300_S316_R1_001.fastq.gz
0317,18NS308_S317_R1_001.fastq.gz
0318,18NS316_S318_R1_001.fastq.gz
0319,18NS324_S319_R1_001.fastq.gz
0320,18NS332_S320_R1_001.fastq.gz
0321,18NS340_S321_R1_001.fastq.gz
0322,18NS348_S322_R1_001.fastq.gz
0323,18NS356_S323_R1_001.fastq.gz
0324,18NS364_S324_R1_001.fastq.gz
0325,18NS281_S325_R1_001.fastq.gz
0326,18NS293_S326_R1_001.fastq.gz
0327,18NS301_S327_R1_001.fastq.gz
0328,18NS309_S328_R1_001.fastq.gz
0329,18NS317_S329_R1_001.fastq.gz
0330,18NS325_S330_R1_001.fastq.gz
0331,18NS333_S331_R1_001.fastq.gz
0332,18NS341_S332_R1_001.fastq.gz
0333,18NS349_S333_R1_001.fastq.gz
0334,18NS357_S334_R1_001.fastq.gz
0335,18NS365_S335_R1_001.fastq.gz
0336,18NS282_S336_R1_001.fastq.gz
0337,18NS294_S337_R1_001.fastq.gz
0338,18NS302_S338_R1_001.fastq.gz
0339,18NS310_S339_R1_001.fastq.gz
0340,18NS318_S340_R1_001.fastq.gz
0341,18NS326_S341_R1_001.fastq.gz
0342,18NS334_S342_R1_001.fastq.gz
0343,18NS342_S343_R1_001.fastq.gz
0344,18NS350_S344_R1_001.fastq.gz
0345,18NS358_S345_R1_001.fastq.gz
0346,18NS366_S346_R1_001.fastq.gz
0347,18NS283_S347_R1_001.fastq.gz
0348,18NS295_S348_R1_001.fastq.gz
0349,18NS303_S349_R1_001.fastq.gz
0350,18NS311_S350_R1_001.fastq.gz
0351,18NS319_S351_R1_001.fastq.gz
0352,18NS327_S352_R1_001.fastq.gz
0353,18NS335_S353_R1_001.fastq.gz
0354,18NS343_S354_R1_001.fastq.gz
0355,18NS351_S355_R1_001.fastq.gz
0356,18NS359_S356_R1_001.fastq.gz
0357,18NS367_S357_R1_001.fastq.gz
0358,18NS284_S358_R1_001.fastq.gz
0359,18NS296_S359_R1_001.fastq.gz
0360,18NS304_S360_R1_001.fastq.gz
0361,18NS312_S361_R1_001.fastq.gz
0362,18NS320_S362_R1_001.fastq.gz
0363,18NS328_S363_R1_001.fastq.gz
0364,18NS336_S364_R1_001.fastq.gz
0365,18NS344_S365_R1_001.fastq.gz
0366,18NS352_S366_R1_001.fastq.gz
0367,18NS360_S367_R1_001.fastq.gz
0368,18NS368_S368_R1_001.fastq.gz
0369,18NS369_S369_R1_001.fastq.gz
0370,18NS377_S370_R1_001.fastq.gz
0371,18NS389_S371_R1_001.fastq.gz
0372,18NS397_S372_R1_001.fastq.gz
0373,18NS405_S373_R1_001.fastq.gz
0374,18NS413_S374_R1_001.fastq.gz
0375,18NS421_S375_R1_001.fastq.gz
0376,18NS429_S376_R1_001.fastq.gz
0377,18NS437_S377_R1_001.fastq.gz
0378,18NS445_S378_R1_001.fastq.gz
0379,18NS603_S379_R1_001.fastq.gz
0380,18NS370_S380_R1_001.fastq.gz
0381,18NS378_S381_R1_001.fastq.gz
0382,18NS390_S382_R1_001.fastq.gz
0383,18NS398_S383_R1_001.fastq.gz
0384,18NS406_S384_R1_001.fastq.gz
0385,18NS414_S385_R1_001.fastq.gz
0386,18NS422_S386_R1_001.fastq.gz
0387,18NS430_S387_R1_001.fastq.gz
0388,18NS438_S388_R1_001.fastq.gz
0389,18NS446_S389_R1_001.fastq.gz
0390,18NS604_S390_R1_001.fastq.gz
0391,18NS371_S391_R1_001.fastq.gz
0392,18NS379_S392_R1_001.fastq.gz
0393,18NS391_S393_R1_001.fastq.gz
0394,18NS399_S394_R1_001.fastq.gz
0395,18NS407_S395_R1_001.fastq.gz
0396,18NS415_S396_R1_001.fastq.gz
0397,18NS423_S397_R1_001.fastq.gz
0398,18NS431_S398_R1_001.fastq.gz
0399,18NS439_S399_R1_001.fastq.gz
0400,18NS447_S400_R1_001.fastq.gz
0401,18NS605_S401_R1_001.fastq.gz
0402,18NS372_S402_R1_001.fastq.gz
0403,18NS380_S403_R1_001.fastq.gz
0404,18NS392_S404_R1_001.fastq.gz
0405,18NS400_S405_R1_001.fastq.gz
0406,18NS408_S406_R1_001.fastq.gz
0407,18NS416_S407_R1_001.fastq.gz
0408,18NS424_S408_R1_001.fastq.gz
0409,18NS432_S409_R1_001.fastq.gz
0410,18NS440_S410_R1_001.fastq.gz
0411,18NS448_S411_R1_001.fastq.gz
0412,18NS606_S412_R1_001.fastq.gz
0413,18NS373_S413_R1_001.fastq.gz
0414,18NS381_S414_R1_001.fastq.gz
0415,18NS385_S415_R1_001.fastq.gz
0416,18NS393_S416_R1_001.fastq.gz
0417,18NS401_S417_R1_001.fastq.gz
0418,18NS409_S418_R1_001.fastq.gz
0419,18NS417_S419_R1_001.fastq.gz
0420,18NS425_S420_R1_001.fastq.gz
0421,18NS433_S421_R1_001.fastq.gz
0422,18NS441_S422_R1_001.fastq.gz
0423,18NS449_S423_R1_001.fastq.gz
0424,18NS607_S424_R1_001.fastq.gz
0425,18NS374_S425_R1_001.fastq.gz
0426,18NS382_S426_R1_001.fastq.gz
0427,18NS386_S427_R1_001.fastq.gz
0428,18NS394_S428_R1_001.fastq.gz
0429,18NS402_S429_R1_001.fastq.gz
0430,18NS410_S430_R1_001.fastq.gz
0431,18NS418_S431_R1_001.fastq.gz
0432,18NS426_S432_R1_001.fastq.gz
0433,18NS434_S433_R1_001.fastq.gz
0434,18NS442_S434_R1_001.fastq.gz
0435,18NS450_S435_R1_001.fastq.gz
0436,18NS608_S436_R1_001.fastq.gz
0437,18NS375_S437_R1_001.fastq.gz
0438,18NS383_S438_R1_001.fastq.gz
0439,18NS387_S439_R1_001.fastq.gz
0440,18NS395_S440_R1_001.fastq.gz
0441,18NS403_S441_R1_001.fastq.gz
0442,18NS411_S442_R1_001.fastq.gz
0443,18NS419_S443_R1_001.fastq.gz
0444,18NS427_S444_R1_001.fastq.gz
0445,18NS435_S445_R1_001.fastq.gz
0446,18NS443_S446_R1_001.fastq.gz
0447,18NS601_S447_R1_001.fastq.gz
0448,18NS609_S448_R1_001.fastq.gz
0449,18NS376_S449_R1_001.fastq.gz
0450,18NS384_S450_R1_001.fastq.gz
0451,18NS388_S451_R1_001.fastq.gz
0452,18NS396_S452_R1_001.fastq.gz
0453,18NS404_S453_R1_001.fastq.gz
0454,18NS412_S454_R1_001.fastq.gz
0455,18NS420_S455_R1_001.fastq.gz
0456,18NS428_S456_R1_001.fastq.gz
0457,18NS436_S457_R1_001.fastq.gz
0458,18NS444_S458_R1_001.fastq.gz
0459,18NS602_S459_R1_001.fastq.gz
0460,18NS610_S460_R1_001.fastq.gz
0461,18NS611_S461_R1_001.fastq.gz
0462,18NS619_S462_R1_001.fastq.gz
0463,18NS627_S463_R1_001.fastq.gz
0464,18NS631_S464_R1_001.fastq.gz
0465,18NS639_S465_R1_001.fastq.gz
0466,18NS647_S466_R1_001.fastq.gz
0467,18NS655_S467_R1_001.fastq.gz
0468,18NS663_S468_R1_001.fastq.gz
0469,18NS671_S469_R1_001.fastq.gz
0470,18NS679_S470_R1_001.fastq.gz
0471,18NS687_S471_R1_001.fastq.gz
0472,18NS695_S472_R1_001.fastq.gz
0473,18NS612_S473_R1_001.fastq.gz
0474,18NS620_S474_R1_001.fastq.gz
0475,18NS628_S475_R1_001.fastq.gz
0476,18NS632_S476_R1_001.fastq.gz
0477,18NS640_S477_R1_001.fastq.gz
0478,18NS648_S478_R1_001.fastq.gz
0479,18NS656_S479_R1_001.fastq.gz
0480,18NS664_S480_R1_001.fastq.gz
0481,18NS672_S481_R1_001.fastq.gz
0482,18NS680_S482_R1_001.fastq.gz
0483,18NS688_S483_R1_001.fastq.gz
0484,18NS696_S484_R1_001.fastq.gz
0485,18NS613_S485_R1_001.fastq.gz
0486,18NS621_S486_R1_001.fastq.gz
0487,18NS629_S487_R1_001.fastq.gz
0488,18NS633_S488_R1_001.fastq.gz
0489,18NS641_S489_R1_001.fastq.gz
0490,18NS649_S490_R1_001.fastq.gz
0491,18NS657_S491_R1_001.fastq.gz
0492,18NS665_S492_R1_001.fastq.gz
0493,18NS673_S493_R1_001.fastq.gz
0494,18NS681_S494_R1_001.fastq.gz
0495,18NS689_S495_R1_001.fastq.gz
0496,18NS697_S496_R1_001.fastq.gz
0497,18NS614_S497_R1_001.fastq.gz
0498,18NS622_S498_R1_001.fastq.gz
0499,18NS630_S499_R1_001.fastq.gz
0500,18NS634_S500_R1_001.fastq.gz
0501,18NS642_S501_R1_001.fastq.gz
0502,18NS650_S502_R1_001.fastq.gz
0503,18NS658_S503_R1_001.fastq.gz
0504,18NS666_S504_R1_001.fastq.gz
0505,18NS674_S505_R1_001.fastq.gz
0506,18NS682_S506_R1_001.fastq.gz
0507,18NS690_S507_R1_001.fastq.gz
0508,18NS698_S508_R1_001.fastq.gz
0509,18NS615_S509_R1_001.fastq.gz
0510,18NS623_S510_R1_001.fastq.gz
0511,18NS635_S511_R1_001.fastq.gz
0512,18NS643_S512_R1_001.fastq.gz
0513,18NS651_S513_R1_001.fastq.gz
0514,18NS659_S514_R1_001.fastq.gz
0515,18NS667_S515_R1_001.fastq.gz
0516,18NS675_S516_R1_001.fastq.gz
0517,18NS683_S517_R1_001.fastq.gz
0518,18NS691_S518_R1_001.fastq.gz
0519,18NS699_S519_R1_001.fastq.gz
0520,18NS616_S520_R1_001.fastq.gz
0521,18NS624_S521_R1_001.fastq.gz
0522,18NS636_S522_R1_001.fastq.gz
0523,18NS644_S523_R1_001.fastq.gz
0524,18NS652_S524_R1_001.fastq.gz
0525,18NS660_S525_R1_001.fastq.gz
0526,18NS668_S526_R1_001.fastq.gz
0527,18NS676_S527_R1_001.fastq.gz
0528,18NS684_S528_R1_001.fastq.gz
0529,18NS692_S529_R1_001.fastq.gz
0530,18NS700_S530_R1_001.fastq.gz
0531,18NS617_S531_R1_001.fastq.gz
0532,18NS625_S532_R1_001.fastq.gz
0533,18NS637_S533_R1_001.fastq.gz
0534,18NS645_S534_R1_001.fastq.gz
0535,18NS653_S535_R1_001.fastq.gz
0536,18NS661_S536_R1_001.fastq.gz
0537,18NS669_S537_R1_001.fastq.gz
0538,18NS677_S538_R1_001.fastq.gz
0539,18NS685_S539_R1_001.fastq.gz
0540,18NS693_S540_R1_001.fastq.gz
0541,18NS618_S541_R1_001.fastq.gz
0542,18NS626_S542_R1_001.fastq.gz
0543,18NS638_S543_R1_001.fastq.gz
0544,18NS646_S544_R1_001.fastq.gz
0545,18NS654_S545_R1_001.fastq.gz
0546,18NS662_S546_R1_001.fastq.gz
0547,18NS670_S547_R1_001.fastq.gz
0548,18NS678_S548_R1_001.fastq.gz
0549,18NS686_S549_R1_001.fastq.gz
0550,18NS694_S550_R1_001.fastq.gz
0551,18NS451_S551_R1_001.fastq.gz
0552,18NS459_S552_R1_001.fastq.gz
0553,18NS467_S553_R1_001.fastq.gz
0554,18NS479_S554_R1_001.fastq.gz
0555,18NS487_S555_R1_001.fastq.gz
0556,18NS495_S556_R1_001.fastq.gz
0557,18NS503_S557_R1_001.fastq.gz
0558,18NS511_S558_R1_001.fastq.gz
0559,18NS519_S559_R1_001.fastq.gz
0560,18NS527_S560_R1_001.fastq.gz
0561,18NS535_S561_R1_001.fastq.gz
0562,18NS452_S562_R1_001.fastq.gz
0563,18NS460_S563_R1_001.fastq.gz
0564,18NS468_S564_R1_001.fastq.gz
0565,18NS480_S565_R1_001.fastq.gz
0566,18NS488_S566_R1_001.fastq.gz
0567,18NS496_S567_R1_001.fastq.gz
0568,18NS504_S568_R1_001.fastq.gz
0569,18NS512_S569_R1_001.fastq.gz
0570,18NS520_S570_R1_001.fastq.gz
0571,18NS528_S571_R1_001.fastq.gz
0572,18NS536_S572_R1_001.fastq.gz
0573,18NS453_S573_R1_001.fastq.gz
0574,18NS461_S574_R1_001.fastq.gz
0575,18NS469_S575_R1_001.fastq.gz
0576,18NS481_S576_R1_001.fastq.gz
0577,18NS489_S577_R1_001.fastq.gz
0578,18NS497_S578_R1_001.fastq.gz
0579,18NS505_S579_R1_001.fastq.gz
0580,18NS513_S580_R1_001.fastq.gz
0581,18NS521_S581_R1_001.fastq.gz
0582,18NS529_S582_R1_001.fastq.gz
0583,18NS537_S583_R1_001.fastq.gz
0584,18NS454_S584_R1_001.fastq.gz
0585,18NS462_S585_R1_001.fastq.gz
0586,18NS470_S586_R1_001.fastq.gz
0587,18NS482_S587_R1_001.fastq.gz
0588,18NS490_S588_R1_001.fastq.gz
0589,18NS498_S589_R1_001.fastq.gz
0590,18NS506_S590_R1_001.fastq.gz
0591,18NS514_S591_R1_001.fastq.gz
0592,18NS522_S592_R1_001.fastq.gz
0593,18NS530_S593_R1_001.fastq.gz
0594,18NS538_S594_R1_001.fastq.gz
0595,18NS455_S595_R1_001.fastq.gz
0596,18NS463_S596_R1_001.fastq.gz
0597,18NS471_S597_R1_001.fastq.gz
0598,18NS475_S598_R1_001.fastq.gz
0599,18NS483_S599_R1_001.fastq.gz
0600,18NS491_S600_R1_001.fastq.gz
0601,18NS499_S601_R1_001.fastq.gz
0602,18NS507_S602_R1_001.fastq.gz
0603,18NS515_S603_R1_001.fastq.gz
0604,18NS523_S604_R1_001.fastq.gz
0605,18NS531_S605_R1_001.fastq.gz
0606,18NS539_S606_R1_001.fastq.gz
0607,18NS456_S607_R1_001.fastq.gz
0608,18NS464_S608_R1_001.fastq.gz
